NA,NA,NA,NA,NA,NA,NA,67.79,74,76,74.595,NA
NA,NA,NA,NA,NA,NA,NA,74.34,74,76,71.735,NA
NA,NA,NA,NA,NA,NA,NA,75.81,74,76,75.13,NA
NA,NA,NA,NA,NA,NA,NA,66.405,74,76,69.175,NA
NA,NA,NA,NA,NA,NA,NA,74.405,74,76,77.535,NA
NA,NA,NA,NA,NA,NA,NA,75.81,74,76,79.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,75.29,74,76,76.17,NA
NA,NA,NA,NA,NA,NA,NA,77.075,74,76,78.52,NA
NA,NA,NA,NA,NA,NA,NA,72.93,74,76,77.39,NA
NA,NA,NA,NA,NA,NA,NA,71.625,74,76,79.54,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,75.825,74,76,73.96,NA
NA,NA,NA,NA,NA,NA,NA,69.44,74,76,78.595,NA
NA,NA,NA,NA,NA,NA,NA,76.685,74,76,73.36,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
